target_url,url_length,has_https,path_depth,has_query_params,num_query_params,has_fragment,has_port,subdomain_count,is_ip_address,domain_tld,domain_has_hyphens,domain_length,status_code,status_category,response_size,response_time_ms,is_redirect,redirect_chain_length,total_headers,server_header_present,server_header,x_powered_by_present,content_type,has_cookies,num_cookies,has_cors,cache_control,security_headers_count,has_csp,has_hsts,has_xss_protection,has_frame_options,has_content_type_options,has_forms,form_count,has_inputs,input_count,has_buttons,button_count,has_textarea,textarea_count,has_select,select_count,has_links,link_count,has_images,image_count,has_scripts,script_count,has_stylesheets,stylesheet_count,has_javascript,has_comments,comment_count,has_meta_tags,meta_count,has_title,server_apache,server_nginx,server_iis,tech_php,tech_aspnet,tech_jsp,tech_wordpress,tech_drupal,tech_joomla,has_debug_info,has_error_messages,has_sql_errors,has_file_paths,cookie_count,session_cookies,redirect_count,has_redirect_chain,final_https,input_to_form_ratio,script_to_content_ratio,security_score,interactivity_score,scan_id,timestamp,original_url,is_redirect_response,final_url,redirect_chain_len,has_password_input,password_count,has_hidden_input,hidden_count,has_file_upload,file_upload_count,has_search_input,search_count,internal_script_count,external_script_count,internal_link_count,external_link_count,has_waf,waf_cloudflare,waf_aws,waf_imperva,reflection_detected,has_jwt,has_api_keys,secure_cookie_ratio,httponly_cookie_ratio,samesite_cookie_ratio,is_vulnerable,inline_script_count,csp_header_reflection_detected,jwt_count,api_key_count,get_form_count,post_form_count,has_login_form,login_form_count,csrf_token_input_count,has_csrf_token,same_origin_form_count,external_form_count,unique_input_names,unique_endpoint_count,parameterized_link_count,api_like_endpoint_count,inline_event_handler_count,email_input_count,url_input_count,mailto_link_count,tel_link_count,body_truncated_for_analysis,vulnerability_type
https://www.sidefx.com/,23,1,0,0,0,0,0,1,0,com,0,14,200,2,68922,871.275,0,0,20,1,nginx,0,html,1,1,0,0,5,0,1,1,1,1,1,3,1,9,1,5,0,0,1,1,1,175,1,7,1,25,1,6,1,1,8,1,7,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,1,1,3.0,0.00036272888192449436,0.625,0.24665563970865617,multi_full_20260502_195038_0001,2026-05-02T19:50:42.231529,http://www.sidefx.com/,False,https://www.sidefx.com/,4,1,1,1,3,0,0,1,1,14,3,162,13,0,0,0,0,0,0,0,1.0,1.0,1.0,0,8,0,0,0,1,2,1,1,2,1,3,0,6,170,5,0,0,0,0,0,0,0,
https://www.doppler.com/,24,1,0,0,0,0,0,1,0,com,0,15,200,2,507682,2665.166,0,0,12,1,Vercel,1,html,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,18,0,0,0,0,1,82,1,33,1,13,1,1,1,1,4,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.0,2.5606580497240397e-05,0.25,0.03545526530387132,multi_full_20260502_195038_0002,2026-05-02T19:50:43.220581,https://www.doppler.com/,False,https://www.doppler.com/,3,0,0,0,0,0,0,0,0,12,0,71,11,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0,0,0,0,1,0,1,
https://www.moonpay.com/,24,1,0,0,0,0,0,1,0,com,0,15,200,2,411577,701.65,0,0,18,1,cloudflare,0,html,0,0,1,1,2,0,1,0,0,0,1,2,1,5,1,17,0,0,1,1,1,92,1,44,1,37,1,3,1,1,6,1,19,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,3,1,1,2.5,8.989812355889663e-05,0.25,0.05831229636252755,multi_full_20260502_195132_0001,2026-05-02T19:51:35.759594,https://moonpay.com/,False,https://www.moonpay.com/,4,0,0,0,0,0,0,0,0,29,1,84,8,1,1,0,0,0,0,1,0.0,0.0,0.0,0,7,0,0,1,2,0,1,2,0,0,2,0,3,110,0,1,0,0,0,0,0,0,
https://magiceden.io/,21,1,0,0,0,0,0,0,0,io,0,12,200,2,1782465,1321.4170000000001,0,0,10,1,cloudflare,0,html,0,0,0,1,1,0,0,0,0,0,0,0,1,5,1,23,0,0,0,0,1,97,1,28,1,24,1,4,1,1,6,1,21,1,0,0,0,1,0,0,1,0,0,0,1,1,0,2,0,3,1,1,0.0,1.3464500004207656e-05,0.125,0.015708583338242266,multi_full_20260502_195132_0002,2026-05-02T19:51:36.660328,http://magiceden.io/,False,https://magiceden.io/,4,0,0,1,1,0,0,0,0,1,20,73,24,1,1,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,2,2,0,0,0,0,0,1,
https://blend.com/,18,1,0,0,0,0,0,0,0,com,0,9,200,2,132646,809.033,0,0,31,1,nginx,0,html,0,0,0,1,7,1,1,1,1,1,0,0,1,4,1,7,0,0,0,0,1,147,1,29,1,19,1,5,1,1,16,1,23,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,2,1,1,0.0,0.000143238393920661,0.875,0.0829274912172248,multi_full_20260502_195223_0002,2026-05-02T19:52:26.373755,https://blend.com/,False,https://blend.com/,3,0,0,0,0,0,0,0,0,9,2,141,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,81,6,0,0,0,0,0,0,0,
https://www.expediagroup.com/,29,1,0,0,0,0,0,1,0,com,0,20,403,4,5453,1063.205,0,0,18,1,cloudflare,0,html,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0.0,0.00018338529249954154,0.625,0.0,multi_full_20260502_195223_0001,2026-05-02T19:52:26.767170,https://www.expediagroup.com/,False,https://www.expediagroup.com/,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
https://www.moderntreasury.com/,31,1,0,0,0,0,0,1,0,com,0,22,200,2,173966,719.457,0,0,22,1,Vercel,1,html,0,0,0,1,7,1,1,0,1,1,1,2,1,22,1,17,0,0,1,2,1,130,1,42,1,59,1,1,1,1,22,1,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,11.0,0.0003391467298207696,0.875,0.23567823597714496,multi_full_20260502_195405_0003,2026-05-02T19:54:11.129311,https://moderntreasury.com/,False,https://www.moderntreasury.com/,4,0,0,1,9,0,0,0,0,25,0,121,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0,34,0,0,0,0,2,1,2,0,0,2,0,17,113,37,0,0,2,0,0,0,0,
https://sa.trip.com/?locale=ar-sa,33,1,0,1,1,0,0,1,0,com,0,11,200,2,103937,799.242,0,0,43,0,unknown,0,html,1,10,0,1,4,0,0,1,1,1,0,0,1,3,0,0,0,0,0,0,1,91,1,1,1,42,1,5,1,1,4,1,22,1,0,0,0,0,0,0,0,0,0,1,1,0,0,14,0,4,1,1,0.0,0.00040409093970385907,0.5,0.02886363855027565,multi_full_20260502_195405_0002,2026-05-02T19:54:12.562948,http://trip.com/,False,https://sa.trip.com/?locale=ar-sa,5,0,0,1,3,0,0,0,0,0,25,55,36,0,0,0,0,1,0,0,0.0,0.11764705882352941,0.0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,95,24,0,0,0,0,0,0,0,
https://www.apnic.net/,22,1,0,0,0,0,0,1,0,net,0,13,200,2,88004,680.787,0,0,19,1,cloudflare,0,html,0,0,0,1,7,1,1,1,1,1,1,2,1,2,1,9,0,0,0,0,1,202,1,12,1,19,1,10,1,1,7,1,26,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,1,1.0,0.00021589927730557702,0.875,0.1477205581564474,multi_full_20260502_195405_0001,2026-05-02T19:54:13.561743,http://apnic.net/,False,https://www.apnic.net/,5,0,0,0,0,0,0,0,0,10,2,190,12,1,1,0,0,0,0,0,0.0,0.0,0.0,0,7,0,0,0,1,1,0,0,0,0,2,0,1,129,15,0,0,0,0,0,0,0,
https://help.flynas.com/en,26,1,1,0,0,0,0,1,0,com,0,15,200,2,111760,795.923,0,0,8,0,unknown,1,html,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,33,1,2,1,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0.0,0.0002952755905511811,0.125,0.0,20260503_180618,2026-05-03T18:06:31.547266,https://help.flynas.com/en,False,https://help.flynas.com/en,3,0,0,0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,
